# dateTime,barometer,beaufort,consBatteryVoltage,dayET,dayRain,extraAlarm1,extraAlarm2,extraAlarm3,extraAlarm4,extraAlarm5,extraAlarm6,extraAlarm7,extraAlarm8,forecastIcon,forecastRule,inDewpoint,inHumidity,inTemp,insideAlarm,leafWet4,maxSolarRad,monthET,monthRain,outsideAlarm1,outsideAlarm2,rain,rainAlarm,rainRate,soilLeafAlarm1,soilLeafAlarm2,soilLeafAlarm3,soilLeafAlarm4,stormRain,sunrise,sunset,txBatteryStatus,usUnits,windDir,windGust,windGustDir,windSpeed,windSpeed10,yearET,yearRain
1598732804,29.879,4,4.18,0.0,0.0,0,0,0,0,0,0,0,0,6,9,58.8066496712,75.0,67.0,0,0.0,None,0.0,0.0,0,0,0.0,0,655.35,0,0,0,0,0.0,1598709648.0,1598756736.0,0,1,268.0,17.0,245.0,13.0,14.0,0.0,0.0
